Date	new_tweet	quote	reply	retweet
2017-10-15	0.32997607956691427	0.05975911704225943	0.0692433589323933	0.5419866549162785
2017-10-16	0.2827222202938125	0.0435762743895619	0.04699727322865926	0.6285092235836794
2017-10-17	0.24498305968204326	0.04420647723861271	0.04613968587009234	0.6667227495109246
2017-10-18	0.2326069730586371	0.043423137876386686	0.047662440570522976	0.6782091917591125
2017-10-19	0.2210735314254416	0.05631247432561961	0.04989958464557944	0.6755899402072207
2017-10-20	0.2549749288047941	0.06390970875482642	0.0535143351328686	0.6303789506787567
2017-10-21	0.23615229510141145	0.07457596963586763	0.056280393784841655	0.6372612975922192
2017-10-22	0.19438990182328192	0.06659186535764376	0.06990182328190743	0.6732678821879383
2017-10-23	0.27818112342376766	0.08253725640045854	0.0861673672143676	0.5580817730225449
2017-10-24	0.20285908781484002	0.09408476944573824	0.06123033929275196	0.6463043244598904
2017-10-25	0.2017006423823846	0.09591177453492258	0.06108202443280977	0.6456128625004641
2017-10-26	0.22588715853969876	0.09543017615522083	0.09691090119989788	0.5868266530508042
2017-10-27	0.23082127615280523	0.09326532736546268	0.09305714583116477	0.5910794212553346
2017-10-28	0.22551209239997447	0.09884500031906068	0.08582732435709271	0.597536851509157
2017-10-29	0.23128905682313616	0.08755994768202296	0.06743205929370731	0.6193140531899434
2017-10-30	0.22635758746512127	0.10792015453960077	0.06632324533161622	0.6068254990341275
2017-10-31	0.2145764436530145	0.09393284151615365	0.0673492749936403	0.6299287713050115
2017-11-01	0.218335343787696	0.08763215780884127	0.08422621159440857	0.6162633931739161
2017-11-02	0.22067676977371808	0.092934745000346	0.07999446405093073	0.6106843817036883
2017-11-03	0.2418748433453087	0.1010944941097836	0.07828557105856797	0.5833402957640571
2017-11-04	0.24498319242130998	0.1045125802179892	0.09198329428542325	0.5629010899460121
2017-11-05	0.2497315868584926	0.11971226111230406	0.10961992699162551	0.5258750268413142
2017-11-06	0.23132104624213662	0.10837655887871096	0.09049773755656108	0.5792958834565721
2017-11-07	0.28935740436813534	0.13255902032571645	0.07839919202120944	0.5061229642721878
2017-11-08	0.24546968361249877	0.11058869624840827	0.08198648251542756	0.5667548241747478
2017-11-09	0.2167899646188485	0.09568993245416532	0.10040741932025303	0.5912940924198563
2017-11-10	0.22736238788194574	0.10551192824444527	0.13268078454724777	0.5444192191745134
2017-11-11	0.19232268965816038	0.10705775313028032	0.11775919587539535	0.5938650838351891
2017-11-12	0.2274998596373028	0.09976980517657627	0.10190331817416204	0.5768345404525294
2017-11-13	0.22049559008819825	0.09365812683746325	0.08634327313453731	0.6142027159456811
2017-11-14	0.16751250634379758	0.08381062857971434	0.07601682012615095	0.6801276009570072
2017-11-15	0.1942264902213374	0.10018737557090994	0.08279658039583089	0.6359058437756178
2017-11-16	0.0914148338002424	0.10889908803719378	0.05990343923228229	0.7528560926665474
2017-11-17	0.12813934938668162	0.07497790329187057	0.07090348589044344	0.7354215620755815
2017-11-18	0.1142396100902325	0.13857603899097676	0.06741092010801554	0.6877099387472831
2017-11-19	0.13492792213754476	0.09057937746763382	0.07634744284271416	0.7045725828665871
2017-11-20	0.17783025978594041	0.10115069594492739	0.0952715943922416	0.632430531129089
2017-11-21	0.1994837172359015	0.09765687053216839	0.10591739475774424	0.6044479745830024
2017-11-22	0.12465196569773918	0.07946319189219289	0.06245127519768348	0.7399766120948881
2017-11-23	0.16922252728855555	0.09348422955869551	0.08009107346146119	0.6624255005692091
2017-11-24	0.25881619937694705	0.08909657320872275	0.06641744548286604	0.5902803738317757
2017-11-25	0.12262121462849578	0.06395829885818302	0.07810690054608638	0.7392023829223895
2017-11-26	0.16822799097065463	0.07878103837471784	0.09644469525959368	0.6616817155756207
2017-11-27	0.17284837764634348	0.09148195235199823	0.09065281078989552	0.6514288872920236
2017-11-28	0.18864480803076722	0.10507789583469135	0.08910762010299199	0.6242748191121831
2017-11-29	0.15167328062994095	0.07521169890322782	0.07449301627972378	0.7042464768927913
2017-11-30	0.1438423390846162	0.07536935633846471	0.0676981093088129	0.7201673726624651
2017-12-01	0.12401993355481727	0.0755813953488372	0.058372093023255814	0.7495016611295681
2017-12-02	0.21218782975729863	0.07483292296869504	0.11378825184664088	0.6075448469926135
2017-12-03	0.13089270627992114	0.052830188679245285	0.06054632497887919	0.7611377076879752
2017-12-04	0.16628091119502986	0.10910788971454095	0.08397287529946806	0.646607382141552
2017-12-05	0.21416210654319257	0.09704878162854871	0.1082737009494411	0.5873439034656939
2017-12-06	0.10299009881442434	0.07073474101933841	0.045211794552867196	0.7869418860623291
2017-12-07	0.06678123816361488	0.05813749710273558	0.051534560831246363	0.83126332034982
2017-12-08	0.10644699847087259	0.06376707936664529	0.05985793913086371	0.776130814383663
2017-12-09	0.10724307776840204	0.0621676249533939	0.05914558762927059	0.7783708471516317
2017-12-10	0.13790251276346938	0.0745557742220701	0.06072274036678931	0.7334930549613531
2017-12-11	0.10648578888922236	0.06631351481136889	0.05484858489150335	0.778969957081545
2017-12-12	0.1001871476629505	0.06902648770910594	0.08002571845184105	0.7592339575415915
2017-12-13	0.127162121380581	0.07326990581171874	0.07738369415016122	0.7296971044648104
2017-12-14	0.13200669518318764	0.07838943648874837	0.06851404128696299	0.7286962990515157
2017-12-15	0.18105921505623135	0.09206449391783338	0.08205187055313289	0.6520828551755795
2017-12-16	0.1469867489562534	0.06321473951715374	0.06053730259575241	0.7346160827736431
2017-12-17	0.19138214350922036	0.07745115939382874	0.12780719371918933	0.6110644513419755
2017-12-18	0.21711506441153272	0.09403207431425817	0.10678292875295767	0.5907895889930769
2017-12-19	0.2066163668020894	0.08603325253490833	0.08497490696801065	0.6294083506879247
2017-12-20	0.2299410029498525	0.08204277286135693	0.0812684365781711	0.6128318584070797
2017-12-21	0.23057878264119214	0.08707432148362686	0.08777502686037278	0.6005512215630401
2017-12-22	0.1370764268148574	0.06735652007281787	0.06789946025358501	0.7348216281817892
2017-12-23	0.13864293854650653	0.07556763390900324	0.07403348820899448	0.7181993512755326
2017-12-24	0.15709017767348307	0.08454575930271539	0.07643312101910828	0.6871605766007375
2017-12-25	0.2115575890192958	0.08265367018102247	0.06574497712353292	0.6469067037994828
2017-12-26	0.3093681917211329	0.0807047456663825	0.07966278298759118	0.5354740930188501
2017-12-27	0.25837116912599317	0.07590805902383654	0.07917139614074915	0.5930760499432464
2017-12-28	0.19945236169021097	0.08426162175617649	0.08432385338228889	0.6384342522870122
2017-12-29	0.22900283107895564	0.06794589493551431	0.11788298206983328	0.5953129915067631
2017-12-30	0.22100392314656472	0.06649230459712302	0.11477718539382356	0.6053716929886329
2017-12-31	0.2422410318419992	0.06267634018540912	0.1175937122128174	0.58484482063684
2018-01-01	0.08124291383219955	0.038159013605442174	0.04460742630385488	0.8411635487528345
2018-01-02	0.09979739685658154	0.04214759332023576	0.05034381139489195	0.8135744106090373
2018-01-03	0.14552977790352242	0.046788796152213895	0.058600933653982175	0.7543853444617343
2018-01-04	0.1510381953345296	0.06080492181491925	0.07639066905921559	0.7177134068187644
2018-01-05	0.19419842770424917	0.08174942780376157	0.07916210568215742	0.6503632202209175
2018-01-06	0.20307692307692307	0.08106508875739644	0.07988165680473373	0.6463905325443787
2018-01-07	0.13820780970794153	0.0630693968421361	0.0656179511966488	0.7396666373729385
2018-01-08	0.1251867016522015	0.06620339667252963	0.04659035206597272	0.767117441826937
2018-01-09	0.1343027407041248	0.0648651617509749	0.06188553852913715	0.7441917943648048
2018-01-10	0.17318452292844666	0.09147695313656413	0.06181355279907635	0.6778471831611356
2018-01-11	0.21659083944272883	0.09497654463591146	0.0769194502722708	0.617382899978784
2018-01-12	0.2414544988135702	0.07820817033284166	0.08702622971846341	0.6000769576091836
2018-01-13	0.1781693459705713	0.06870189034926952	0.06715714510132481	0.6914960464994502
2018-01-14	0.1434590541242854	0.11597000519711931	0.07177592991313386	0.6736394684089391
2018-01-15	0.19538525287331254	0.08677731009966633	0.0902012954441367	0.637297450548492
2018-01-16	0.18796623929660095	0.08562719237780127	0.07976042767642419	0.6551016344224377
2018-01-17	0.22688398849472674	0.08594439117929051	0.09906040268456376	0.5976605944391179
2018-01-18	0.2492243812545196	0.09251440434813035	0.08822225850847933	0.5761972520935874
2018-01-19	0.2603168972448859	0.07866264632848528	0.09098971266406528	0.5750561664892988
2018-01-20	0.14931100001844713	0.07441568743197624	0.06688926193067572	0.7154900477780443
2018-01-21	0.11781449597334073	0.06989377950569287	0.060885865037489585	0.7597889475145793
2018-01-22	0.22773957039415882	0.06989426485290999	0.07174235768170388	0.6366225346138698
2018-01-23	0.19199297901448079	0.07668877932939264	0.06894504530084407	0.6668903745386026
2018-01-24	0.1863457003432254	0.08006257442387167	0.06619346704335848	0.6730486352704943
2018-01-25	0.1705982692627725	0.0712888999833583	0.06725328673656182	0.7002413047096022
2018-01-26	0.1980129211603305	0.07886540886978456	0.07551929165272452	0.6530076445908728
2018-01-27	0.19044090403853278	0.08014364294468036	0.07812010146207997	0.6575939806766039
2018-01-28	0.1298548659959042	0.06501647226426854	0.05125100169174606	0.7582583919508503
2018-01-29	0.13468869123252858	0.05106050239468283	0.04750268790929528	0.7707164500048871
2018-01-30	0.19551708832667555	0.07730433496079302	0.07227400503032994	0.6602308033732801
2018-01-31	0.14810010682130323	0.0805737830001526	0.07933389287349306	0.697695711887685
2018-02-01	0.21406795808193077	0.09012384884090187	0.09485550968561449	0.6115274690377898
2018-02-02	0.23376970344643333	0.0977061944200603	0.10293500248082134	0.5732987290561429
2018-02-03	0.2573339085418464	0.0725625539257981	0.0902502157031924	0.5861518550474547
2018-02-04	0.23095593726661687	0.07062173263629574	0.07893017176997759	0.6242531740104555
2018-02-05	0.24399963771397518	0.07915949642242551	0.07879721039760891	0.6059686622588534
2018-02-06	0.2156777981915775	0.09478007132821788	0.06563637018624591	0.6298137540977701
2018-02-07	0.23643514452632786	0.08858681125663447	0.08908320287143458	0.5922333804268968
2018-02-08	0.22725273237911547	0.08114235441410347	0.08834974452678239	0.6111054715257335
2018-02-09	0.22357741316111013	0.07741316111014139	0.07889684063536394	0.6264182230755804
2018-02-10	0.19706115179101524	0.08346526815753018	0.09217296655452206	0.6335840094993074
2018-02-11	0.19799344799344798	0.07765151515151515	0.08090192465192465	0.6503634316134316
2018-02-12	0.19738666770835367	0.06207152483446942	0.061759018730834586	0.6834703802808648
2018-02-13	0.20582539724646523	0.06878531448125845	0.07838820065257182	0.6525187680717298
2018-02-14	0.19885546588407924	0.09455612619222303	0.0896551724137931	0.6235069699192957
2018-02-15	0.24378558806204595	0.06750441782839191	0.0823090516395052	0.6110740231690556
2018-02-16	0.2433495257922739	0.06740689336109183	0.08827203331020125	0.6071246819338423
2018-02-17	0.1605769230769231	0.07838827838827839	0.07179487179487179	0.696062271062271
2018-02-18	0.19801612561001486	0.08078718438361977	0.09240398896668789	0.6400381922342457
2018-02-19	0.24402448286646114	0.06772997364070947	0.0881025778492606	0.6047893490595542
2018-02-20	0.2566889285269839	0.07163894304558842	0.11059028497946655	0.5673041025428299
2018-02-21	0.26824756936210575	0.0820014228124259	0.11159592127104577	0.5441783258240456
2018-02-22	0.25006715014773034	0.09089443996776793	0.09771689497716896	0.5679828095621811
2018-02-23	0.28039554417108475	0.08089593137546912	0.08798475010424733	0.5561446357300291
2018-02-24	0.2550607287449393	0.07404235440672688	0.10736530675801931	0.5696044845842416
2018-02-25	0.19287794545935927	0.061887741593857556	0.102263701350278	0.647736298649722
2018-02-26	0.19612011692798298	0.09301089556205155	0.08344406058995482	0.6332713260696253
