tweets_seen	friends_seen	n
82	5	2279
82	6	2853
82	7	3451
82	8	4093
82	9	4861
82	10	5596
82	11	6276
82	12	6979
82	13	7905
82	14	8602
82	15	9341
82	16	10113
82	17	10891
82	18	11778
82	19	12694
82	20	13261
82	21	14062
82	22	15030
82	23	15636
82	24	16325
82	25	17107
82	26	17726
82	27	18174
82	28	18550
82	29	18948
82	30	19384
82	31	19316
82	32	19719
82	33	19765
82	34	19732
82	35	19438
82	36	19227
82	37	18703
82	38	18175
82	39	17529
82	40	16805
82	41	15818
82	42	15068
82	43	14137
82	44	13249
82	45	12132
82	46	11154
82	47	9851
82	48	9523
82	49	8223
82	50	7305
82	51	6553
82	52	5713
82	53	4999
82	54	4269
82	55	3702
82	56	3206
82	57	2867
82	58	2438
82	59	2162
82	60	1848
82	61	1681
82	62	1532
82	63	1349
82	64	1162
82	65	1064
82	66	979
82	67	877
82	68	821
82	69	713
82	70	637
82	71	544
82	72	514
82	73	394
82	74	279
82	75	210
82	76	125
82	77	89
82	78	64
82	79	35
82	80	23
82	81	8
83	1	636
83	2	912
83	3	1384
83	4	1730
83	5	2174
83	6	2768
83	7	3337
83	8	3976
83	9	4694
83	10	5441
83	11	6126
83	12	6803
83	13	7677
83	14	8452
83	15	9056
83	16	9903
83	17	10567
83	18	11500
83	19	12368
83	20	12961
83	21	13715
83	22	14549
83	23	15442
83	24	15843
83	25	16914
83	26	17142
83	27	17750
83	28	18158
83	29	18749
83	30	18871
83	31	19112
83	32	19229
83	33	19457
83	34	19506
83	35	19213
83	36	19148
83	37	18579
83	38	18063
83	39	17488
83	40	16944
83	41	15961
83	42	15066
83	43	14394
83	44	13390
83	45	12523
83	46	11412
83	47	10254
83	48	9586
83	49	8682
83	50	7779
83	51	6776
83	52	6020
83	53	5277
83	54	4593
83	55	3912
83	56	3419
83	57	3065
83	58	2617
83	59	2248
83	60	1989
83	61	1807
83	62	1588
83	63	1448
83	64	1266
83	65	1102
83	66	1014
83	67	927
83	68	854
83	69	786
83	70	662
83	71	609
83	72	524
83	73	494
83	74	344
83	75	263
83	76	206
83	77	102
83	78	88
83	79	55
83	80	30
83	81	21
83	82	7
84	1	622
84	2	905
84	3	1334
84	4	1676
84	5	2147
84	6	2640
84	7	3225
84	8	3861
84	9	4603
84	10	5266
84	11	5948
84	12	6672
84	13	7491
84	14	8199
84	15	8905
84	16	9546
84	17	10439
84	18	11157
84	19	12030
84	20	12614
84	21	13436
84	22	14200
84	23	15096
84	24	15556
84	25	16355
84	26	16855
84	27	17192
84	28	17996
84	29	18327
84	30	18475
84	31	18865
84	32	18803
84	33	19204
84	34	19282
84	35	18959
84	36	18950
84	37	18500
84	38	17971
84	39	17449
84	40	16784
84	41	16208
84	42	15224
84	43	14452
84	44	13625
84	45	12762
84	46	11810
84	47	10462
84	48	9899
84	49	8912
84	50	8145
84	51	7145
84	52	6254
84	53	5680
84	54	4857
84	55	4229
84	56	3531
84	57	3289
84	58	2847
84	59	2408
84	60	2122
84	61	1834
84	62	1732
84	63	1540
84	64	1310
84	65	1231
84	66	1025
84	67	970
84	68	865
84	69	857
84	70	728
84	71	640
84	72	566
84	73	526
84	74	439
84	75	318
84	76	256
84	77	180
84	78	102
84	79	75
84	80	52
84	81	24
84	82	21
84	83	6
85	1	617
85	2	876
85	3	1289
85	4	1620
85	5	2103
85	6	2559
85	7	3113
85	8	3753
85	9	4475
85	10	5136
85	11	5763
85	12	6519
85	13	7328
85	14	8052
85	15	8693
85	16	9343
85	17	10143
85	18	10977
85	19	11572
85	20	12424
85	21	13127
85	22	13857
85	23	14653
85	24	15327
85	25	15868
85	26	16462
85	27	16995
85	28	17436
85	29	18040
85	30	18292
85	31	18366
85	32	18551
85	33	18971
85	34	18802
85	35	18930
85	36	18652
85	37	18359
85	38	17785
85	39	17466
85	40	16880
85	41	16123
85	42	15448
85	43	14567
85	44	13746
85	45	13008
85	46	11989
85	47	10880
85	48	10071
85	49	9300
85	50	8376
85	51	7496
85	52	6629
85	53	5871
85	54	5245
85	55	4481
85	56	3819
85	57	3383
85	58	3044
85	59	2596
85	60	2309
85	61	1928
85	62	1816
85	63	1626
85	64	1385
85	65	1260
85	66	1176
85	67	985
85	68	914
85	69	871
85	70	787
85	71	704
85	72	606
85	73	535
85	74	506
85	75	416
85	76	288
85	77	239
85	78	156
85	79	97
85	80	69
85	81	45
85	82	23
85	83	18
85	84	6
86	1	611
86	2	868
86	3	1247
86	4	1569
86	5	2050
86	6	2488
86	7	3028
86	8	3645
86	9	4359
86	10	5008
86	11	5589
86	12	6350
86	13	7137
86	14	7840
86	15	8495
86	16	9194
86	17	9820
86	18	10770
86	19	11231
86	20	12078
86	21	12830
86	22	13550
86	23	14251
86	24	14978
86	25	15558
86	26	16111
86	27	16657
86	28	17123
86	29	17506
86	30	17998
86	31	18075
86	32	18288
86	33	18586
86	34	18568
86	35	18622
86	36	18530
86	37	18111
86	38	17719
86	39	17416
86	40	16873
86	41	16210
86	42	15363
86	43	14738
86	44	13934
86	45	13084
86	46	12243
86	47	11281
86	48	10339
86	49	9509
86	50	8772
86	51	7632
86	52	6989
86	53	6223
86	54	5461
86	55	4832
86	56	4088
86	57	3532
86	58	3230
86	59	2825
86	60	2422
86	61	2124
86	62	1843
86	63	1736
86	64	1484
86	65	1337
86	66	1204
86	67	1073
86	68	980
86	69	894
86	70	794
86	71	766
86	72	688
86	73	553
86	74	519
86	75	494
86	76	370
86	77	279
86	78	209
86	79	143
86	80	90
86	81	65
86	82	41
86	83	21
86	84	16
86	85	6
87	1	603
87	2	842
87	3	1233
87	4	1504
87	5	1987
87	6	2428
87	7	2952
87	8	3532
87	9	4248
87	10	4904
87	11	5404
87	12	6189
87	13	6897
87	14	7784
87	15	8240
87	16	9026
87	17	9517
87	18	10531
87	19	10993
87	20	11719
87	21	12563
87	22	13262
87	23	13879
87	24	14578
87	25	15397
87	26	15640
87	27	16316
87	28	16749
87	29	17041
87	30	17778
87	31	17832
87	32	17967
87	33	18287
87	34	18365
87	35	18418
87	36	18242
87	37	18003
87	38	17575
87	39	17351
87	40	16824
87	41	16210
87	42	15414
87	43	14835
87	44	14074
87	45	13358
87	46	12348
87	47	11546
87	48	10580
87	49	9940
87	50	8893
87	51	7972
87	52	7328
87	53	6479
87	54	5737
87	55	5157
87	56	4406
87	57	3757
87	58	3407
87	59	2952
87	60	2604
87	61	2309
87	62	1964
87	63	1760
87	64	1611
87	65	1354
87	66	1314
87	67	1136
87	68	1008
87	69	959
87	70	833
87	71	785
87	72	731
87	73	657
87	74	519
87	75	499
87	76	455
87	77	351
87	78	269
87	79	174
87	80	134
87	81	79
87	82	61
87	83	39
87	84	18
87	85	18
87	86	4
88	1	578
88	2	842
88	3	1194
88	4	1486
88	5	1922
88	6	2351
88	7	2889
88	8	3421
88	9	4093
88	10	4773
88	11	5307
88	12	6019
88	13	6704
88	14	7549
88	15	8117
88	16	8806
88	17	9329
88	18	10280
88	19	10768
88	20	11393
88	21	12162
88	22	12979
88	23	13614
88	24	14239
88	25	14988
88	26	15504
88	27	15873
88	28	16375
88	29	16747
88	30	17242
88	31	17701
88	32	17589
88	33	18189
88	34	17855
88	35	18315
88	36	17961
88	37	17839
88	38	17403
88	39	17178
88	40	16832
88	41	16338
88	42	15421
88	43	14879
88	44	14264
88	45	13369
88	46	12675
88	47	11641
88	48	10986
88	49	10033
88	50	9246
88	51	8321
88	52	7506
88	53	6843
88	54	6031
88	55	5322
88	56	4828
88	57	4015
88	58	3503
88	59	3173
88	60	2732
88	61	2478
88	62	2105
88	63	1901
88	64	1626
88	65	1507
88	66	1280
88	67	1253
88	68	1081
88	69	982
88	70	872
88	71	835
88	72	758
88	73	710
88	74	603
88	75	479
88	76	492
88	77	444
88	78	319
88	79	237
88	80	158
88	81	126
88	82	73
88	83	57
88	84	36
88	85	17
88	86	15
88	87	4
89	1	568
89	2	818
89	3	1175
89	4	1429
89	5	1857
89	6	2328
89	7	2818
89	8	3290
89	9	3971
89	10	4657
89	11	5183
89	12	5840
89	13	6551
89	14	7334
89	15	7940
89	16	8601
89	17	9183
89	18	10011
89	19	10537
89	20	11147
89	21	11836
89	22	12678
89	23	13264
89	24	13994
89	25	14693
89	26	15200
89	27	15561
89	28	15990
89	29	16436
89	30	16879
89	31	17313
89	32	17406
89	33	17716
89	34	17723
89	35	17898
89	36	17979
89	37	17546
89	38	17402
89	39	16993
89	40	16691
89	41	16350
89	42	15605
89	43	14796
89	44	14471
89	45	13587
89	46	12517
89	47	12105
89	48	11123
89	49	10317
89	50	9524
89	51	8590
89	52	7804
89	53	6982
89	54	6391
89	55	5590
89	56	4994
89	57	4419
89	58	3759
89	59	3274
89	60	2967
89	61	2610
89	62	2227
89	63	1994
89	64	1770
89	65	1543
89	66	1407
89	67	1244
89	68	1166
89	69	1033
89	70	944
89	71	882
89	72	768
89	73	711
89	74	684
89	75	545
89	76	509
89	77	457
89	78	405
89	79	292
89	80	214
89	81	160
89	82	114
89	83	65
89	84	52
89	85	34
89	86	16
89	87	13
89	88	4
90	1	561
90	2	805
90	3	1151
90	4	1403
90	5	1797
90	6	2253
90	7	2775
90	8	3196
90	9	3816
90	10	4561
90	11	5003
90	12	5686
90	13	6344
90	14	7168
90	15	7732
90	16	8409
90	17	8995
90	18	9782
90	19	10350
90	20	10869
90	21	11606
90	22	12270
90	23	13072
90	24	13628
90	25	14311
90	26	14920
90	27	15326
90	28	15691
90	29	15919
90	30	16587
90	31	17055
90	32	17133
90	33	17325
90	34	17679
90	35	17499
90	36	17868
90	37	17340
90	38	17210
90	39	16942
90	40	16681
90	41	15975
90	42	15838
90	43	14828
90	44	14465
90	45	13698
90	46	12881
90	47	12070
90	48	11446
90	49	10489
90	50	9748
90	51	8839
90	52	8098
90	53	7325
90	54	6578
90	55	5921
90	56	5257
90	57	4655
90	58	4015
90	59	3518
90	60	3078
90	61	2836
90	62	2322
90	63	2121
90	64	1838
90	65	1657
90	66	1500
90	67	1277
90	68	1231
90	69	1123
90	70	967
90	71	943
90	72	773
90	73	770
90	74	682
90	75	629
90	76	540
90	77	489
90	78	440
90	79	362
90	80	277
90	81	205
90	82	145
90	83	99
90	84	63
90	85	49
90	86	31
90	87	12
90	88	14
90	89	3
91	1	545
91	2	788
91	3	1121
91	4	1366
91	5	1758
91	6	2157
91	7	2705
91	8	3126
91	9	3722
91	10	4391
91	11	4937
91	12	5496
91	13	6204
91	14	7030
91	15	7500
91	16	8217
91	17	8866
91	18	9629
91	19	10097
91	20	10659
91	21	11289
91	22	11982
91	23	12852
91	24	13305
91	25	13947
91	26	14585
91	27	14979
91	28	15482
91	29	15556
91	30	16213
91	31	16763
91	32	16817
91	33	16976
91	34	17219
91	35	17610
91	36	17498
91	37	17270
91	38	17043
91	39	16762
91	40	16429
91	41	16071
91	42	15823
91	43	14957
91	44	14391
91	45	13782
91	46	13063
91	47	12216
91	48	11591
91	49	10865
91	50	9948
91	51	9136
91	52	8333
91	53	7479
91	54	6867
91	55	6253
91	56	5469
91	57	4920
91	58	4329
91	59	3714
91	60	3271
91	61	2902
91	62	2614
91	63	2179
91	64	1981
91	65	1710
91	66	1612
91	67	1375
91	68	1239
91	69	1181
91	70	1045
91	71	889
91	72	921
91	73	768
91	74	745
91	75	629
91	76	620
91	77	511
91	78	472
91	79	410
91	80	317
91	81	253
91	82	203
91	83	136
91	84	91
91	85	61
91	86	49
91	87	22
91	88	14
91	89	11
91	90	3
92	1	538
92	2	770
92	3	1100
92	4	1323
92	5	1723
92	6	2116
92	7	2598
92	8	3081
92	9	3626
92	10	4268
92	11	4789
92	12	5398
92	13	6061
92	14	6792
92	15	7458
92	16	7940
92	17	8668
92	18	9396
92	19	9928
92	20	10379
92	21	11041
92	22	11727
92	23	12465
92	24	13049
92	25	13620
92	26	14299
92	27	14744
92	28	15113
92	29	15371
92	30	15877
92	31	16319
92	32	16411
92	33	16873
92	34	16974
92	35	17246
92	36	17299
92	37	17095
92	38	16918
92	39	16576
92	40	16398
92	41	16003
92	42	15752
92	43	15010
92	44	14467
92	45	13830
92	46	13108
92	47	12468
92	48	11729
92	49	11014
92	50	10191
92	51	9372
92	52	8629
92	53	7762
92	54	7077
92	55	6528
92	56	5768
92	57	5086
92	58	4590
92	59	3995
92	60	3446
92	61	3120
92	62	2681
92	63	2419
92	64	2075
92	65	1838
92	66	1597
92	67	1512
92	68	1288
92	69	1200
92	70	1119
92	71	977
92	72	892
92	73	847
92	74	751
92	75	710
92	76	612
92	77	581
92	78	506
92	79	444
92	80	367
92	81	309
92	82	241
92	83	190
92	84	119
92	85	88
92	86	65
92	87	34
92	88	21
92	89	11
92	90	11
92	91	3
93	1	534
93	2	753
93	3	1087
93	4	1292
93	5	1675
93	6	2055
93	7	2523
93	8	2956
93	9	3566
93	10	4140
93	11	4640
93	12	5268
93	13	5908
93	14	6585
93	15	7248
93	16	7805
93	17	8459
93	18	9225
93	19	9735
93	20	10086
93	21	10964
93	22	11412
93	23	12083
93	24	12794
93	25	13368
93	26	13904
93	27	14625
93	28	14735
93	29	15030
93	30	15587
93	31	16124
93	32	16035
93	33	16641
93	34	16530
93	35	16949
93	36	17088
93	37	16937
93	38	16747
93	39	16520
93	40	16144
93	41	16107
93	42	15547
93	43	15095
93	44	14508
93	45	13819
93	46	13209
93	47	12597
93	48	11840
93	49	11250
93	50	10432
93	51	9572
93	52	8982
93	53	7940
93	54	7328
93	55	6713
93	56	6121
93	57	5342
93	58	4765
93	59	4243
93	60	3708
93	61	3181
93	62	2924
93	63	2508
93	64	2264
93	65	1928
93	66	1686
93	67	1553
93	68	1424
93	69	1237
93	70	1178
93	71	1016
93	72	944
93	73	898
93	74	775
93	75	732
93	76	665
93	77	594
93	78	554
93	79	491
93	80	396
93	81	353
93	82	292
93	83	232
93	84	176
93	85	109
93	86	87
93	87	57
93	88	27
93	89	21
93	90	8
93	91	13
93	92	1
94	1	533
94	2	733
94	3	1063
94	4	1258
94	5	1628
94	6	2021
94	7	2445
94	8	2855
94	9	3482
94	10	4051
94	11	4512
94	12	5162
94	13	5759
94	14	6406
94	15	7093
94	16	7560
94	17	8315
94	18	8961
94	19	9494
94	20	9951
94	21	10659
94	22	11235
94	23	11797
94	24	12424
94	25	13045
94	26	13702
94	27	14290
94	28	14514
94	29	14719
94	30	15345
94	31	15762
94	32	15824
94	33	16278
94	34	16355
94	35	16607
94	36	16836
94	37	16682
94	38	16608
94	39	16476
94	40	15968
94	41	15861
94	42	15606
94	43	15170
94	44	14408
94	45	13908
94	46	13394
94	47	12633
94	48	11993
94	49	11363
94	50	10600
94	51	9863
94	52	9195
94	53	8273
94	54	7554
94	55	6843
94	56	6332
94	57	5662
94	58	5006
94	59	4539
94	60	3897
94	61	3368
94	62	3046
94	63	2667
94	64	2384
94	65	2119
94	66	1769
94	67	1563
94	68	1484
94	69	1377
94	70	1194
94	71	1083
94	72	971
94	73	928
94	74	838
94	75	755
94	76	713
94	77	614
94	78	595
94	79	511
94	80	468
94	81	382
94	82	337
94	83	269
94	84	207
94	85	167
94	86	103
94	87	83
94	88	48
94	89	24
94	90	18
94	91	10
94	92	10
94	93	1
95	1	529
95	2	729
95	3	1037
95	4	1230
95	5	1587
95	6	1981
95	7	2383
95	8	2773
95	9	3368
95	10	3942
95	11	4408
95	12	5009
95	13	5665
95	14	6192
95	15	6936
95	16	7413
95	17	8050
95	18	8804
95	19	9337
95	20	9742
95	21	10439
95	22	10994
95	23	11611
95	24	12135
95	25	12706
95	26	13458
95	27	13998
95	28	14219
95	29	14476
95	30	15143
95	31	15365
95	32	15513
95	33	15965
95	34	16180
95	35	16323
95	36	16488
95	37	16540
95	38	16544
95	39	16242
95	40	15895
95	41	15605
95	42	15712
95	43	15081
95	44	14621
95	45	13873
95	46	13396
95	47	12702
95	48	12227
95	49	11404
95	50	10844
95	51	9937
95	52	9465
95	53	8579
95	54	7782
95	55	7002
95	56	6560
95	57	5964
95	58	5186
95	59	4743
95	60	4191
95	61	3616
95	62	3180
95	63	2866
95	64	2498
95	65	2232
95	66	1933
95	67	1640
95	68	1501
95	69	1445
95	70	1260
95	71	1150
95	72	1039
95	73	945
95	74	876
95	75	798
95	76	739
95	77	679
95	78	575
95	79	566
95	80	500
95	81	437
95	82	355
95	83	317
95	84	261
95	85	200
95	86	148
95	87	102
95	88	72
95	89	41
95	90	25
95	91	13
95	92	10
95	93	10
96	1	522
96	2	724
96	3	1008
96	4	1198
96	5	1563
96	6	1939
96	7	2315
96	8	2684
96	9	3263
96	10	3886
96	11	4289
96	12	4888
96	13	5544
96	14	6077
96	15	6689
96	16	7257
96	17	7847
96	18	8578
96	19	9185
96	20	9554
96	21	10141
96	22	10883
96	23	11377
96	24	11858
96	25	12355
96	26	13243
96	27	13702
96	28	13945
96	29	14223
96	30	14795
96	31	15177
96	32	15289
96	33	15619
96	34	15845
96	35	16149
96	36	16113
96	37	16314
96	38	16502
96	39	16057
96	40	15877
96	41	15427
96	42	15479
96	43	15177
96	44	14534
96	45	13973
96	46	13322
96	47	12820
96	48	12362
96	49	11594
96	50	10957
96	51	10267
96	52	9476
96	53	8803
96	54	8157
96	55	7209
96	56	6773
96	57	6105
96	58	5505
96	59	4860
96	60	4520
96	61	3790
96	62	3441
96	63	2970
96	64	2702
96	65	2270
96	66	2107
96	67	1785
96	68	1577
96	69	1428
96	70	1349
96	71	1197
96	72	1081
96	73	1031
96	74	868
96	75	878
96	76	749
96	77	723
96	78	613
96	79	575
96	80	543
96	81	471
96	82	417
96	83	330
96	84	305
96	85	248
96	86	180
96	87	143
96	88	96
96	89	63
96	90	37
96	91	25
96	92	10
96	93	13
96	94	5
97	1	517
97	2	712
97	3	1001
97	4	1164
97	5	1524
97	6	1902
97	7	2236
97	8	2608
97	9	3161
97	10	3802
97	11	4175
97	12	4760
97	13	5410
97	14	5959
97	15	6478
97	16	7110
97	17	7660
97	18	8384
97	19	8926
97	20	9442
97	21	9928
97	22	10672
97	23	11152
97	24	11675
97	25	11988
97	26	13010
97	27	13387
97	28	13667
97	29	14017
97	30	14448
97	31	14942
97	32	15054
97	33	15257
97	34	15690
97	35	15832
97	36	16010
97	37	15917
97	38	16343
97	39	15954
97	40	15710
97	41	15322
97	42	15376
97	43	15181
97	44	14422
97	45	14029
97	46	13563
97	47	12772
97	48	12170
97	49	11882
97	50	11129
97	51	10417
97	52	9790
97	53	8964
97	54	8326
97	55	7490
97	56	7001
97	57	6330
97	58	5654
97	59	5118
97	60	4698
97	61	4073
97	62	3583
97	63	3202
97	64	2858
97	65	2400
97	66	2177
97	67	1922
97	68	1694
97	69	1511
97	70	1387
97	71	1273
97	72	1124
97	73	1086
97	74	932
97	75	855
97	76	817
97	77	745
97	78	670
97	79	609
97	80	552
97	81	504
97	82	449
97	83	389
97	84	311
97	85	294
97	86	232
97	87	167
97	88	137
97	89	83
97	90	58
97	91	38
97	92	19
97	93	11
97	94	12
97	95	4
98	1	510
98	2	709
98	3	983
98	4	1147
98	5	1490
98	6	1849
98	7	2183
98	8	2547
98	9	3069
98	10	3668
98	11	4110
98	12	4625
98	13	5267
98	14	5829
98	15	6348
98	16	6895
98	17	7494
98	18	8152
98	19	8697
98	20	9290
98	21	9718
98	22	10411
98	23	10944
98	24	11458
98	25	11771
98	26	12626
98	27	13157
98	28	13413
98	29	13737
98	30	14243
98	31	14628
98	32	14745
98	33	15061
98	34	15425
98	35	15656
98	36	15685
98	37	15583
98	38	16100
98	39	15897
98	40	15660
98	41	15204
98	42	15207
98	43	15092
98	44	14533
98	45	13978
98	46	13583
98	47	12909
98	48	12235
98	49	11936
98	50	11233
98	51	10531
98	52	10066
98	53	9122
98	54	8502
98	55	7740
98	56	7246
98	57	6509
98	58	5921
98	59	5342
98	60	4877
98	61	4294
98	62	3771
98	63	3389
98	64	3007
98	65	2604
98	66	2288
98	67	1980
98	68	1844
98	69	1575
98	70	1458
98	71	1309
98	72	1207
98	73	1080
98	74	1014
98	75	919
98	76	801
98	77	788
98	78	709
98	79	643
98	80	586
98	81	517
98	82	499
98	83	425
98	84	374
98	85	289
98	86	282
98	87	212
98	88	155
98	89	124
98	90	79
98	91	54
98	92	32
98	93	19
98	94	11
98	95	10
98	96	3
99	1	490
99	2	712
99	3	962
99	4	1120
99	5	1485
99	6	1808
99	7	2116
99	8	2506
99	9	2975
99	10	3528
99	11	4013
99	12	4474
99	13	5152
99	14	5769
99	15	6155
99	16	6755
99	17	7284
99	18	7984
99	19	8499
99	20	9141
99	21	9506
99	22	10155
99	23	10764
99	24	11285
99	25	11613
99	26	12243
99	27	12876
99	28	13189
99	29	13480
99	30	14012
99	31	14343
99	32	14485
99	33	14923
99	34	15034
99	35	15316
99	36	15560
99	37	15523
99	38	15671
99	39	15856
99	40	15525
99	41	15206
99	42	14861
99	43	15093
99	44	14514
99	45	14009
99	46	13560
99	47	12990
99	48	12274
99	49	11996
99	50	11331
99	51	10730
99	52	10090
99	53	9456
99	54	8703
99	55	7953
99	56	7435
99	57	6727
99	58	6156
99	59	5499
99	60	5108
99	61	4548
99	62	4000
99	63	3545
99	64	3174
99	65	2767
99	66	2422
99	67	2137
99	68	1836
99	69	1724
99	70	1543
99	71	1347
99	72	1283
99	73	1104
99	74	1060
99	75	972
99	76	836
99	77	804
99	78	739
99	79	662
99	80	642
99	81	545
99	82	521
99	83	448
99	84	412
99	85	355
99	86	275
99	87	259
99	88	214
99	89	137
99	90	111
99	91	81
99	92	45
99	93	33
99	94	16
99	95	12
99	96	7
99	97	3
100	1	488
100	2	696
100	3	961
100	4	1109
100	5	1443
100	6	1776
100	7	2058
100	8	2464
100	9	2888
100	10	3425
100	11	3900
100	12	4359
100	13	5074
100	14	5626
100	15	6028
100	16	6578
100	17	7141
100	18	7759
100	19	8367
100	20	8961
100	21	9343
100	22	9854
100	23	10550
100	24	11096
100	25	11407
100	26	11971
100	27	12597
100	28	12924
100	29	13235
100	30	13816
100	31	14102
100	32	14185
100	33	14720
100	34	14771
100	35	15073
100	36	15252
100	37	15443
100	38	15389
100	39	15639
100	40	15435
100	41	14895
100	42	14938
100	43	14868
100	44	14519
100	45	14000
100	46	13615
100	47	13111
100	48	12300
100	49	11959
100	50	11422
100	51	10811
100	52	10273
100	53	9580
100	54	8930
100	55	8222
100	56	7615
100	57	6922
100	58	6350
100	59	5775
100	60	5255
100	61	4725
100	62	4290
100	63	3685
100	64	3313
100	65	2961
100	66	2547
100	67	2332
100	68	1967
100	69	1799
100	70	1624
100	71	1471
100	72	1261
100	73	1173
100	74	1111
100	75	1019
100	76	861
100	77	839
100	78	768
100	79	716
100	80	622
100	81	624
100	82	531
100	83	498
100	84	412
100	85	397
100	86	338
100	87	258
100	88	244
100	89	209
100	90	113
100	91	115
100	92	68
100	93	45
100	94	32
100	95	11
100	96	12
100	97	6
100	98	3
